time[s],flange_omega_x[rad/s],flange_omega_y[rad/s],flange_omega_z[rad/s],flange_alpha_x[rad/s2],flange_alpha_y[rad/s2],flange_alpha_z[rad/s2],cycloid_acc_x[m/s2],cycloid_acc_y[m/s2],cycloid_acc_z[m/s2],input_omega_x[rad/s],input_omega_y[rad/s],input_omega_z[rad/s],crank_omega_z[rad/s]
7.539062499999991517e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.464923847035741161e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.643550392213386147e+01,5.120235900708212995e+00,1.673724424759930329e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.126157069949265122e+00,-7.095063603657889573e-01
8.039062499999991744e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.788031332431100046e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.278988529817609532e+01,4.917174702279646148e+00,3.581561969214663854e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.266893733316206028e+00,-7.569248323312599558e-01
8.539062499999990887e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.098993323884018297e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.390742950132953126e+01,4.482864518466247894e+00,4.574088091021488722e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.408212408744752953e+00,-8.047504435977436144e-01
9.039062499999990031e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.411898674384244490e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.310411441045860670e+01,3.926242788059920219e+00,6.992712427258233054e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.549414387800243542e+00,-8.530913004509329545e-01
9.539062499999989174e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.715779459811550445e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.998760185701627279e+01,3.792127210808659221e+00,7.189412194865810735e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.690532510921471943e+00,-9.009093179844193111e-01
1.003906249999998940e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.997814013602886601e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.416852202112674064e+01,3.838760315193268102e+00,7.021743839619351002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.831591351919584110e+00,-9.470981882627992343e-01
1.050781249999999632e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.213919436058672002e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.247448219684788739e+01,3.554679621186151994e+00,9.783604973821050654e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.963638484506506909e+00,-9.893903702741965178e-01
1.103906249999999636e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.215170729561571100e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.538772768954208203e+01,2.092536217867209114e+00,1.389829644609889447e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.113168461619699734e+00,-1.037419265648103162e+00
1.153906249999999334e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.076729811064608494e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.287589220653651267e+01,2.523703383712220916e+00,3.897197882987963879e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.254067784881026437e+00,-1.085638748574321966e+00
1.203906249999999031e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.017407426259073294e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.480473634180496822e-01,3.343160090581343002e+00,-5.258157107092462645e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.395020450748703844e+00,-1.135352279916983731e+00
1.253906249999998728e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.065794405561708375e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.875441189162916444e+01,3.733825143433958882e+00,-8.098082394720839128e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.536131511311232156e+00,-1.183149027886276183e+00
1.303906249999998426e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.186798618333546967e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.853805143288379753e+01,3.320867502589759379e+00,-7.097441059948103037e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.677247541375592732e+00,-1.228159521881258431e+00
1.360156249999998086e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.354609225029430264e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.974975120353460412e+01,2.581260690111637945e+00,-5.556374441169068534e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.835446251081036984e+00,-1.278018899010002762e+00
1.410156249999997783e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.490959008746315595e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.341051088996846374e+01,6.155075857806925343e-01,-1.310545980912717345e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.976484232022210463e+00,-1.324974408889298738e+00
1.472656249999997622e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.585562215926837687e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.203584736825869861e+00,8.589064321763834053e-01,-4.670561933028310464e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.152776673515850447e+00,-1.385752252571352150e+00
1.522656249999997753e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.552740835418599336e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.710066013760331671e+01,6.477120893371621779e-01,-2.507210693159105941e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.293802959642462724e+00,-1.433336812336934107e+00
1.572656249999997884e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.421377918223216352e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.500344609966813181e+01,8.573799473432625051e-01,2.071801628640731197e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.434823370689477962e+00,-1.480062233748288714e+00
1.622656249999998015e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.223557791739966150e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.167914637843666270e+01,3.332540353560448088e-01,-3.907315359978151270e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.575839190258074396e+00,-1.527913574673470665e+00
1.660156249999997788e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.071131201032635233e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.976703365735227891e+01,2.787608938732430430e-01,-7.874456651602023127e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.681682394978624373e+00,-1.563356308980194287e+00
1.710156249999997486e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.884343075843298326e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.404705645937000469e+01,6.646971221445764355e-01,-9.808324538211596888e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.822671769223443761e+00,-1.608781756912939231e+00
1.760156249999997183e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.737127626246964707e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.459568820294986580e+01,1.231269885295463329e+00,-9.388717741678959117e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.963663511843853904e+00,-1.654004953344394790e+00
1.803906249999996918e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.647080793654093794e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.741161671601280503e+01,1.628014156029700565e+00,-7.157313682656131215e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.086856484593169192e+00,-1.694539999184371704e+00
1.860156249999996578e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.569584303888180044e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.063086951102189204e+01,1.946193286423928637e+00,-3.139617430230262629e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.245504066018009226e+00,-1.747734306911387980e+00
1.910156249999996276e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.523879749580510951e-02,0.000000000000000000e+00,0.000000000000000000e+00,-7.933794523467232018e+00,2.092878559523367432e+00,-3.988540058961464324e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.386539844177136160e+00,-1.796163262555628082e+00
1.960156249999996190e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.490815139310823378e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.085325754970323686e+00,2.045485231642656387e+00,1.269628055971785963e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.527567164568874425e+00,-1.844207071344756033e+00
2.022656249999995812e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.475236866079754239e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.067351264266776067e-01,1.999958104143436666e+00,2.401673478322099431e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.703939276633257727e+00,-1.902657770559635697e+00
